date,price,txCount,txVolume,activeAddresses,symbol,name,open,high,low,close,volume,market
2013-05-19,123.21,47664.0,47427524.517,64189.0,BTC,Bitcoin,123.21,124.5,119.57,121.99,0.0,1376370000.0
2013-05-19,3.3,5590.0,5637138.59851,11892.0,LTC,Litecoin,3.3,3.41,3.19,3.3,0.0,58645400.0
2013-05-20,122.5,48692.0,60216296.5157,71628.0,BTC,Bitcoin,122.5,123.62,120.12,122.0,0.0,1368910000.0
2013-05-20,3.31,6375.0,5155162.31399,13264.0,LTC,Litecoin,3.31,3.32,3.15,3.18,0.0,58962900.0
2013-05-21,122.02,53791.0,73148597.7365,82536.0,BTC,Bitcoin,122.02,123.0,121.21,122.88,0.0,1363940000.0
2013-05-21,3.19,6248.0,6715033.98898,12779.0,LTC,Litecoin,3.19,3.22,3.04,3.09,0.0,56887600.0
2013-05-22,122.89,51834.0,80725435.3953,74758.0,BTC,Bitcoin,122.89,124.0,122.0,123.89,0.0,1374130000.0
2013-05-22,3.09,5319.0,6188331.01866,11279.0,LTC,Litecoin,3.09,3.14,3.03,3.12,0.0,55165300.0
2013-05-23,123.8,59615.0,76953217.9631,83223.0,BTC,Bitcoin,123.8,126.93,123.1,126.7,0.0,1384780000.0
2013-05-23,3.12,5939.0,6864769.9128,12400.0,LTC,Litecoin,3.12,3.19,3.09,3.18,0.0,55727000.0
2013-05-24,126.3,55232.0,88025799.4124,84914.0,BTC,Bitcoin,126.3,133.85,125.72,133.2,0.0,1413300000.0
2013-05-24,3.17,5997.0,7931107.21655,12545.0,LTC,Litecoin,3.17,3.19,3.04,3.18,0.0,56747200.0
2013-05-25,133.1,51115.0,83481694.6981,69588.0,BTC,Bitcoin,133.1,133.22,128.9,131.98,0.0,1489950000.0
2013-05-25,3.19,5080.0,6206968.65762,11082.0,LTC,Litecoin,3.19,3.2,3.05,3.12,0.0,57165800.0
2013-05-26,131.99,40559.0,46693608.714,69622.0,BTC,Bitcoin,131.99,136.0,130.62,133.48,0.0,1478030000.0
2013-05-26,3.12,5138.0,6052556.6838,11330.0,LTC,Litecoin,3.12,3.33,3.09,3.25,0.0,56123900.0
2013-05-27,133.5,52582.0,78429218.3313,73955.0,BTC,Bitcoin,133.5,135.47,124.7,129.75,0.0,1495520000.0
2013-05-27,3.23,4880.0,5972393.05828,10639.0,LTC,Litecoin,3.23,3.26,3.02,3.1,0.0,58130800.0
2013-05-28,129.77,56912.0,81599779.442,76189.0,BTC,Bitcoin,129.77,130.58,125.6,129.0,0.0,1454310000.0
2013-05-28,3.1,5115.0,5568496.49434,11265.0,LTC,Litecoin,3.1,3.13,3.02,3.09,0.0,55916500.0
2013-05-29,129.0,54892.0,86459094.8285,80522.0,BTC,Bitcoin,129.0,132.59,127.66,132.3,0.0,1446190000.0
2013-05-29,3.09,5065.0,5351765.53046,10978.0,LTC,Litecoin,3.09,3.12,3.02,3.1,0.0,55814300.0
2013-05-30,132.25,57247.0,75720667.6038,78185.0,BTC,Bitcoin,132.25,132.25,127.0,128.8,0.0,1483180000.0
2013-05-30,3.08,5250.0,6479936.58865,11319.0,LTC,Litecoin,3.08,3.09,2.88,2.97,0.0,55640200.0
2013-05-31,128.8,54171.0,76769720.0801,75446.0,BTC,Bitcoin,128.8,129.9,126.4,129.0,0.0,1445050000.0
2013-05-31,2.97,5100.0,6273037.66195,11152.0,LTC,Litecoin,2.97,2.99,2.69,2.96,0.0,53813700.0
2013-06-01,128.82,54098.0,55949046.5509,67761.0,BTC,Bitcoin,128.81,129.78,127.2,129.3,0.0,1445800000.0
2013-06-01,2.94,4260.0,5622721.10498,9551.0,LTC,Litecoin,2.94,2.97,2.8,2.83,0.0,53372200.0
2013-06-02,129.3,49748.0,48878694.9928,65817.0,BTC,Bitcoin,129.3,129.4,115.05,122.29,0.0,1451930000.0
2013-06-02,2.83,4495.0,4943299.64706,9833.0,LTC,Litecoin,2.83,2.86,2.56,2.73,0.0,51378100.0
2013-06-03,122.5,55661.0,85188050.5253,79845.0,BTC,Bitcoin,122.5,122.5,116.0,122.22,0.0,1376180000.0
2013-06-03,2.73,4544.0,5081184.22889,10093.0,LTC,Litecoin,2.73,2.75,2.61,2.73,0.0,49688400.0
2013-06-04,120.74,57409.0,70602636.3856,78619.0,BTC,Bitcoin,120.74,123.84,119.1,121.42,0.0,1357020000.0
2013-06-04,2.7,4539.0,4479206.90876,10219.0,LTC,Litecoin,2.7,2.9,2.7,2.87,0.0,49268800.0
2013-06-05,121.4,56376.0,74792854.6951,78652.0,BTC,Bitcoin,121.4,123.47,119.9,121.65,0.0,1365110000.0
2013-06-05,2.87,4655.0,5414929.16901,10256.0,LTC,Litecoin,2.87,2.99,2.81,2.86,0.0,52338100.0
2013-06-06,121.9,54457.0,84257676.4997,73256.0,BTC,Bitcoin,121.9,123.1,117.25,118.0,0.0,1371300000.0
2013-06-06,2.88,4544.0,4458967.79232,9974.0,LTC,Litecoin,2.88,2.91,2.74,2.75,0.0,52595600.0
2013-06-07,118.97,52027.0,72912474.279,73768.0,BTC,Bitcoin,118.97,119.0,106.42,111.5,0.0,1338880000.0
2013-06-07,2.78,4810.0,6934174.96927,10491.0,LTC,Litecoin,2.78,2.79,2.51,2.6,0.0,50890900.0
2013-06-08,111.0,48037.0,39401620.7518,58257.0,BTC,Bitcoin,111.0,111.42,107.3,108.3,0.0,1249630000.0
2013-06-08,2.6,4443.0,4628927.47728,9718.0,LTC,Litecoin,2.6,2.66,2.54,2.56,0.0,47770700.0
2013-06-09,107.89,44312.0,68946723.4981,56600.0,BTC,Bitcoin,107.89,108.99,88.5,100.0,0.0,1215130000.0
2013-06-09,2.55,5104.0,4497981.56807,10867.0,LTC,Litecoin,2.55,2.59,2.07,2.38,0.0,46911500.0
2013-06-10,100.44,44826.0,46228131.999,60963.0,BTC,Bitcoin,100.44,110.1,95.0,106.35,0.0,1131570000.0
2013-06-10,2.38,5420.0,6152885.27416,11335.0,LTC,Litecoin,2.38,2.58,2.26,2.49,0.0,43883900.0
2013-06-11,106.35,49483.0,58162798.8878,66609.0,BTC,Bitcoin,106.35,109.6,104.0,108.9,0.0,1198640000.0
2013-06-11,2.49,4798.0,4578090.98456,13820.0,LTC,Litecoin,2.49,2.5,2.18,2.4,0.0,45951500.0
2013-06-12,109.0,45704.0,55649952.6129,63763.0,BTC,Bitcoin,109.0,111.79,106.73,108.15,0.0,1229000000.0
2013-06-12,2.41,4529.0,4430416.16819,9981.0,LTC,Litecoin,2.41,2.45,2.31,2.38,0.0,44532400.0
2013-06-13,108.78,43007.0,61663890.7713,66341.0,BTC,Bitcoin,108.78,110.3,100.53,104.0,0.0,1227030000.0
2013-06-13,2.4,4606.0,4112141.48369,10152.0,LTC,Litecoin,2.4,2.49,2.23,2.27,0.0,44356700.0
2013-06-14,103.95,49992.0,71041316.6642,75762.0,BTC,Bitcoin,103.95,104.7,98.0,99.98,0.0,1173060000.0
2013-06-14,2.27,4796.0,5783769.75952,10605.0,LTC,Litecoin,2.27,2.29,2.09,2.13,0.0,42035700.0
2013-06-15,100.0,35653.0,38610480.842,53810.0,BTC,Bitcoin,100.0,103.7,98.0,99.99,0.0,1128950000.0
2013-06-15,2.14,3496.0,3039616.85975,8433.0,LTC,Litecoin,2.14,2.21,2.05,2.11,0.0,39693000.0
2013-06-16,99.8,42781.0,46969434.0028,48785.0,BTC,Bitcoin,99.8,101.6,98.95,99.51,0.0,1127120000.0
2013-06-16,2.09,3529.0,2934486.90124,8319.0,LTC,Litecoin,2.09,2.15,2.02,2.13,0.0,38754600.0
2013-06-17,99.9,45798.0,54552232.9596,56902.0,BTC,Bitcoin,99.9,102.21,99.0,101.7,0.0,1128720000.0
2013-06-17,2.14,4037.0,3407879.17509,9134.0,LTC,Litecoin,2.14,2.29,2.09,2.28,0.0,39791100.0
2013-06-18,101.95,45877.0,61001060.7171,63562.0,BTC,Bitcoin,101.95,111.11,101.03,107.4,0.0,1152250000.0
2013-06-18,2.28,4325.0,3427596.14316,10244.0,LTC,Litecoin,2.28,2.37,2.19,2.31,0.0,42507000.0
2013-06-19,107.05,46895.0,57461171.6777,69145.0,BTC,Bitcoin,107.05,110.22,105.75,108.25,0.0,1210260000.0
2013-06-19,2.3,4841.0,4000483.43718,10320.0,LTC,Litecoin,2.3,2.34,2.25,2.3,0.0,43009600.0
2013-06-20,108.25,52361.0,73351642.9538,67644.0,BTC,Bitcoin,108.25,114.3,107.5,110.15,0.0,1224210000.0
2013-06-20,2.3,3889.0,2831940.83968,9449.0,LTC,Litecoin,2.3,2.4,2.27,2.29,0.0,42968900.0
2013-06-21,111.29,46859.0,71325402.4328,69098.0,BTC,Bitcoin,111.29,114.99,107.69,109.5,0.0,1259000000.0
2013-06-21,2.33,4647.0,2612889.84004,11222.0,LTC,Litecoin,2.33,2.87,2.27,2.87,0.0,43568400.0
2013-06-22,109.5,44418.0,43031967.2864,58577.0,BTC,Bitcoin,109.5,109.96,107.51,108.3,0.0,1239210000.0
2013-06-22,2.86,5390.0,2494332.22635,12758.0,LTC,Litecoin,2.86,3.58,2.66,2.92,0.0,53719800.0
2013-06-23,108.2,38342.0,32872335.956,52055.0,BTC,Bitcoin,108.2,108.8,106.23,107.6,0.0,1224980000.0
2013-06-23,2.9,4360.0,3033158.94309,10445.0,LTC,Litecoin,2.9,3.34,2.9,3.12,0.0,54440600.0
2013-06-24,107.9,44095.0,61163354.4758,64862.0,BTC,Bitcoin,107.9,108.33,100.98,102.74,0.0,1222030000.0
2013-06-24,3.13,4337.0,3200081.38806,10491.0,LTC,Litecoin,3.13,3.15,2.71,2.87,0.0,58990400.0
2013-06-25,102.09,44472.0,69050330.2298,61381.0,BTC,Bitcoin,102.09,106.47,101.01,103.95,0.0,1156610000.0
2013-06-25,2.85,4255.0,5253666.74185,10327.0,LTC,Litecoin,2.85,2.91,2.77,2.82,0.0,53693400.0
2013-06-26,103.33,45453.0,59285841.5124,64996.0,BTC,Bitcoin,103.33,105.49,102.79,104.0,0.0,1171050000.0
2013-06-26,2.81,4867.0,5411743.66545,10858.0,LTC,Litecoin,2.81,2.95,2.75,2.86,0.0,52981700.0
2013-06-27,104.0,45961.0,53064334.1583,61024.0,BTC,Bitcoin,104.0,104.0,101.1,101.44,0.0,1179110000.0
2013-06-27,2.88,4656.0,4733006.49214,11110.0,LTC,Litecoin,2.88,3.03,2.84,3.02,0.0,54479500.0
2013-06-28,101.74,49383.0,62406994.121,68612.0,BTC,Bitcoin,101.74,101.74,92.33,94.65,0.0,1153880000.0
2013-06-28,3.04,4217.0,4693202.08418,11050.0,LTC,Litecoin,3.04,3.04,2.67,2.75,0.0,57524700.0
2013-06-29,94.66,36376.0,45194396.4546,60980.0,BTC,Bitcoin,94.66,99.99,93.0,94.99,0.0,1074010000.0
2013-06-29,2.76,3905.0,4085152.70552,9832.0,LTC,Litecoin,2.76,2.93,2.7,2.79,0.0,52385700.0
2013-06-30,95.0,30800.0,35849299.6757,50485.0,BTC,Bitcoin,95.0,98.12,94.22,96.61,0.0,1078260000.0
2013-06-30,2.79,3754.0,4192363.78424,9996.0,LTC,Litecoin,2.79,3.0,2.77,2.98,0.0,52983200.0
2013-07-01,97.51,38971.0,79241074.9613,68676.0,BTC,Bitcoin,97.51,97.66,86.3,88.05,0.0,1107130000.0
2013-07-01,3.01,5367.0,5176320.2357,12893.0,LTC,Litecoin,3.01,3.3,2.88,2.95,0.0,57266300.0
2013-07-02,88.05,39497.0,60751399.9639,64157.0,BTC,Bitcoin,88.05,92.3,87.51,90.13,0.0,1000070000.0
2013-07-02,2.95,4961.0,4534383.99542,12137.0,LTC,Litecoin,2.95,3.03,2.81,2.83,0.0,56226500.0
2013-07-03,90.4,35347.0,70377708.8299,66024.0,BTC,Bitcoin,90.41,90.98,76.98,77.53,0.0,1027160000.0
2013-07-03,2.85,5444.0,4069976.44013,12911.0,LTC,Litecoin,2.85,3.03,2.61,2.62,0.0,54356500.0
2013-07-04,78.89,35127.0,64725699.1356,60868.0,BTC,Bitcoin,78.89,83.11,72.0,80.53,0.0,896693000.0
2013-07-04,2.68,4369.0,4180200.24464,11461.0,LTC,Litecoin,2.68,2.78,2.49,2.73,0.0,51159000.0
2013-07-05,79.99,36851.0,74431156.5695,60509.0,BTC,Bitcoin,79.99,80.0,65.53,68.43,0.0,909526000.0
2013-07-05,2.71,4008.0,3805224.73454,10494.0,LTC,Litecoin,2.71,2.72,2.33,2.43,0.0,51849500.0
2013-07-06,68.5,33185.0,45676763.5054,56535.0,BTC,Bitcoin,68.5,75.0,66.82,70.28,0.0,779255000.0
2013-07-06,2.42,3451.0,3303776.25635,9602.0,LTC,Litecoin,2.42,2.62,2.37,2.52,0.0,46474600.0
2013-07-07,68.75,30170.0,42677314.8409,48847.0,BTC,Bitcoin,68.75,74.56,66.62,74.56,0.0,782352000.0
2013-07-07,2.46,4039.0,3087437.00321,10079.0,LTC,Litecoin,2.46,2.66,2.38,2.66,0.0,47204600.0
2013-07-08,76.5,39437.0,61330861.5301,63045.0,BTC,Bitcoin,76.5,80.0,72.6,76.52,0.0,870912000.0
2013-07-08,2.71,4287.0,3825267.55773,10731.0,LTC,Litecoin,2.71,2.74,2.49,2.61,0.0,52149300.0
2013-07-09,76.0,40647.0,83580366.4796,67986.0,BTC,Bitcoin,76.0,78.3,72.52,76.69,0.0,865585000.0
2013-07-09,2.58,4343.0,3489180.24693,11137.0,LTC,Litecoin,2.58,2.65,2.48,2.61,0.0,49803200.0
2013-07-10,76.72,39043.0,78792641.7455,64858.0,BTC,Bitcoin,76.72,87.0,76.2,86.76,0.0,874138000.0
2013-07-10,2.61,4198.0,3804604.60425,10710.0,LTC,Litecoin,2.61,2.81,2.58,2.81,0.0,50357000.0
2013-07-11,88.0,43260.0,88501955.3227,73357.0,BTC,Bitcoin,88.0,90.28,85.08,88.98,0.0,1003090000.0
2013-07-11,2.84,4835.0,4521292.76581,11298.0,LTC,Litecoin,2.84,2.87,2.64,2.73,0.0,54838700.0
2013-07-12,88.98,48106.0,87347051.4192,78450.0,BTC,Bitcoin,88.98,104.0,88.17,93.59,0.0,1014640000.0
2013-07-12,2.72,4328.0,3887824.53667,10487.0,LTC,Litecoin,2.72,2.91,2.7,2.79,0.0,52706200.0
2013-07-13,93.99,37813.0,78493236.0962,63116.0,BTC,Bitcoin,93.99,98.25,88.06,98.13,0.0,1072140000.0
2013-07-13,2.81,3749.0,3391850.76601,9771.0,LTC,Litecoin,2.81,2.91,2.67,2.9,0.0,54422000.0
2013-07-14,98.7,34761.0,52499086.7385,48402.0,BTC,Bitcoin,98.7,98.7,92.86,94.69,0.0,1126260000.0
2013-07-14,2.93,3397.0,13040452.6489,9218.0,LTC,Litecoin,2.93,2.97,2.78,2.91,0.0,56845500.0
2013-07-15,93.61,36590.0,61512684.9316,62325.0,BTC,Bitcoin,93.61,101.9,93.11,98.4,0.0,1068520000.0
2013-07-15,2.87,4369.0,4151206.99428,10678.0,LTC,Litecoin,2.87,3.06,2.85,2.98,0.0,55861000.0
2013-07-16,98.89,39228.0,87911578.9122,66221.0,BTC,Bitcoin,98.89,99.86,96.14,97.45,0.0,1129260000.0
2013-07-16,3.0,4634.0,4228878.38204,11205.0,LTC,Litecoin,3.0,3.18,2.95,3.1,0.0,58400000.0
2013-07-17,96.71,40459.0,95254613.1644,63007.0,BTC,Bitcoin,96.71,99.97,96.18,98.5,0.0,1104760000.0
2013-07-17,3.08,4298.0,4479438.53058,10952.0,LTC,Litecoin,3.08,3.17,3.06,3.15,0.0,59995800.0
2013-07-18,98.5,41009.0,91949282.6177,63178.0,BTC,Bitcoin,98.5,98.8,86.2,90.58,0.0,1125660000.0
2013-07-18,3.15,3881.0,4193648.22909,10389.0,LTC,Litecoin,3.15,3.15,2.76,2.89,0.0,61435200.0
2013-07-19,90.07,36588.0,69375072.7776,58759.0,BTC,Bitcoin,90.07,95.2,87.8,92.17,0.0,1029670000.0
2013-07-19,2.88,3883.0,4089376.71432,10019.0,LTC,Litecoin,2.88,3.05,2.8,2.96,0.0,56367600.0
2013-07-20,92.0,33516.0,42471048.1413,52399.0,BTC,Bitcoin,92.0,93.1,89.27,89.39,0.0,1052140000.0
2013-07-20,2.96,4147.0,5081345.44473,9842.0,LTC,Litecoin,2.96,3.01,2.86,2.86,0.0,58032500.0
2013-07-21,89.82,35257.0,41848023.6819,51123.0,BTC,Bitcoin,89.82,91.95,88.0,90.76,0.0,1027640000.0
2013-07-21,2.87,3546.0,3410930.2073,9401.0,LTC,Litecoin,2.87,2.95,2.81,2.92,0.0,56298200.0
2013-07-22,92.0,39814.0,77907644.9331,60318.0,BTC,Bitcoin,92.0,92.0,90.08,91.61,0.0,1053000000.0
2013-07-22,2.95,3723.0,3525478.9429,9712.0,LTC,Litecoin,2.95,2.95,2.86,2.89,0.0,57698700.0
2013-07-23,91.6,38291.0,83284773.3767,64299.0,BTC,Bitcoin,91.6,96.82,91.6,95.56,0.0,1048820000.0
2013-07-23,2.89,3888.0,3518802.17391,10040.0,LTC,Litecoin,2.89,3.01,2.88,2.99,0.0,56792800.0
2013-07-24,95.56,42202.0,79962946.8499,65888.0,BTC,Bitcoin,95.56,95.99,93.0,94.51,0.0,1094490000.0
2013-07-24,2.99,3590.0,4005208.24754,9666.0,LTC,Litecoin,2.99,2.99,2.88,2.94,0.0,58868500.0
2013-07-25,94.5,42384.0,71536601.1091,66440.0,BTC,Bitcoin,94.5,97.33,93.87,96.9,0.0,1082800000.0
2013-07-25,2.95,3693.0,3667497.14829,9863.0,LTC,Litecoin,2.95,3.02,2.92,2.97,0.0,58178300.0
2013-07-26,96.95,37209.0,70564591.3347,62558.0,BTC,Bitcoin,96.95,97.47,96.0,96.02,0.0,1111160000.0
2013-07-26,2.98,3461.0,3704720.29952,8993.0,LTC,Litecoin,2.98,2.99,2.83,2.9,0.0,58943000.0
2013-07-27,96.02,36711.0,41588442.0116,52438.0,BTC,Bitcoin,96.02,97.0,93.0,94.12,0.0,1100900000.0
2013-07-27,2.9,3438.0,2941307.22121,8748.0,LTC,Litecoin,2.9,2.94,2.84,2.88,0.0,57328700.0
2013-07-28,94.4,37134.0,54639393.1612,49179.0,BTC,Bitcoin,94.4,100.58,94.0,99.76,0.0,1082750000.0
2013-07-28,2.88,3171.0,4435756.28572,8328.0,LTC,Litecoin,2.88,3.03,2.84,2.98,0.0,57167200.0
2013-07-29,98.6,41634.0,70309309.0923,67473.0,BTC,Bitcoin,98.6,102.5,98.45,101.2,0.0,1131340000.0
2013-07-29,2.94,3750.0,3287796.15354,9541.0,LTC,Litecoin,2.94,3.04,2.94,2.96,0.0,58407100.0
2013-07-30,101.49,41936.0,97765043.9036,69872.0,BTC,Bitcoin,101.49,107.99,100.47,107.99,0.0,1164940000.0
2013-07-30,2.97,3641.0,4476391.48598,9380.0,LTC,Litecoin,2.97,3.0,2.88,2.99,0.0,59070500.0
2013-07-31,107.95,49334.0,86288709.3897,80899.0,BTC,Bitcoin,107.95,111.34,103.88,106.09,0.0,1239630000.0
2013-07-31,3.0,3817.0,3852175.81854,9544.0,LTC,Litecoin,3.0,3.03,2.84,2.87,0.0,59718400.0
2013-08-01,106.21,50727.0,117462863.439,114305.0,BTC,Bitcoin,106.21,108.0,103.01,104.0,0.0,1220190000.0
2013-08-01,2.87,3552.0,3545300.48772,9213.0,LTC,Litecoin,2.87,3.01,2.85,2.91,0.0,57264600.0
2013-08-02,104.86,51489.0,89019798.9867,74758.0,BTC,Bitcoin,104.86,108.0,101.21,104.5,0.0,1205070000.0
2013-08-02,2.94,3742.0,3330258.50609,9390.0,LTC,Litecoin,2.94,2.97,2.82,2.84,0.0,58698900.0
2013-08-03,104.5,45576.0,65001954.9165,60484.0,BTC,Bitcoin,104.5,105.78,102.0,104.0,0.0,1201490000.0
2013-08-03,2.84,3593.0,3371913.49774,9730.0,LTC,Litecoin,2.84,3.12,2.81,2.96,0.0,56787100.0
2013-08-04,104.95,42767.0,49956214.6797,60253.0,BTC,Bitcoin,104.95,105.95,103.52,105.14,0.0,1207100000.0
2013-08-04,3.01,4106.0,3400385.64916,9603.0,LTC,Litecoin,3.01,3.05,2.94,3.01,0.0,60240700.0
2013-08-05,105.12,50812.0,82983950.6997,73171.0,BTC,Bitcoin,105.12,107.77,105.0,106.22,0.0,1209520000.0
2013-08-05,3.0,4316.0,4306667.06937,10335.0,LTC,Litecoin,3.0,3.03,2.82,2.83,0.0,60085300.0
2013-08-06,106.72,54179.0,75281144.8995,71546.0,BTC,Bitcoin,106.72,107.38,105.56,106.75,0.0,1228440000.0
2013-08-06,2.84,3768.0,3726863.04655,10138.0,LTC,Litecoin,2.84,2.9,2.79,2.82,0.0,57073600.0
2013-08-07,106.75,57420.0,79666929.7709,75667.0,BTC,Bitcoin,106.75,106.75,106.75,106.75,0.0,1229100000.0
2013-08-07,2.82,4292.0,4018734.73495,11049.0,LTC,Litecoin,2.82,2.82,2.7,2.76,0.0,56705800.0
2013-08-08,106.75,57817.0,71650440.9516,72376.0,BTC,Bitcoin,106.75,106.75,101.26,103.0,0.0,1229100000.0
2013-08-08,2.75,3875.0,5045878.85427,9761.0,LTC,Litecoin,2.75,2.81,2.67,2.7,0.0,55423400.0
2013-08-09,103.07,49463.0,59775405.3628,64633.0,BTC,Bitcoin,103.07,105.75,101.94,102.8,0.0,1187920000.0
2013-08-09,2.71,3455.0,1322550.21231,8948.0,LTC,Litecoin,2.71,2.76,2.66,2.68,0.0,54639500.0
2013-08-10,102.8,51485.0,49352540.3856,59304.0,BTC,Bitcoin,102.8,103.9,102.41,103.0,0.0,1185310000.0
2013-08-10,2.69,4067.0,1388777.42029,9925.0,LTC,Litecoin,2.69,2.71,2.56,2.56,0.0,54201200.0
2013-08-11,103.0,38206.0,41047799.1519,54134.0,BTC,Bitcoin,103.0,105.19,102.75,105.0,0.0,1188150000.0
2013-08-11,2.55,3518.0,795766.38411,9323.0,LTC,Litecoin,2.55,2.72,2.53,2.69,0.0,51564700.0
2013-08-12,105.0,50012.0,82681929.8085,103392.0,BTC,Bitcoin,105.0,108.0,103.5,106.64,0.0,1211790000.0
2013-08-12,2.69,3614.0,1061593.9518,9411.0,LTC,Litecoin,2.69,2.72,2.58,2.65,0.0,54534200.0
